Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate,days_count
1,0,1,3.0,5.0,5.8,0.42,4736
1,0,1,1.0,3.0,4.3,0.32,4475
0,0,1,1.0,3.0,5.1,0.4,4553
1,1,0,2.0,3.0,5.2,0.43,4685
0,0,0,3.0,6.0,7.6,0.67,4403
0,1,0,4.0,9.0,10.0,0.92,4645
1,1,1,1.0,2.0,4.6,0.36,4560
0,0,0,2.0,6.0,7.6,0.68,4486
1,1,1,2.0,3.0,4.0,0.29,4452
0,0,1,0.0,1.0,4.6,0.28,4427
0,1,1,2.0,4.0,6.0,0.38,4684
0,1,0,4.0,7.0,8.8,0.74,4554
1,0,1,3.0,5.0,5.2,0.37,4392
0,0,1,2.0,4.0,3.9,0.31,4488
1,0,1,2.0,3.0,4.9,0.32,4648
0,0,0,3.0,7.0,9.7,0.81,4491
0,0,1,3.0,7.0,8.5,0.78,4557
1,1,1,1.0,1.0,2.4,0.17,4442
0,0,0,4.0,6.0,7.0,0.51,4681
1,1,0,0.0,1.0,3.5,0.19,4408
0,1,1,4.0,8.0,5.8,0.53,4735
1,1,0,0.0,1.0,4.4,0.24,4560
0,0,1,1.0,2.0,2.2,0.14,4389
0,0,1,2.0,4.0,6.6,0.44,4747
0,0,0,2.0,5.0,6.2,0.52,4403
1,0,0,2.0,4.0,6.1,0.39,4546
1,0,1,1.0,3.0,5.3,0.35,4596
0,0,0,3.0,8.0,8.0,0.7,4483
0,0,1,2.0,4.0,6.7,0.58,4715
0,0,1,3.0,6.0,6.0,0.52,4524
0,0,1,0.0,1.0,3.6,0.16,4653
0,1,1,1.0,3.0,3.4,0.16,4535
0,0,0,1.0,3.0,5.6,0.42,4723
1,1,1,0.0,1.0,3.0,0.23,4511
0,1,1,3.0,5.0,7.9,0.61,4539
0,1,0,4.0,8.0,7.0,0.71,4664
1,0,0,2.0,5.0,5.7,0.43,4416
1,0,1,3.0,7.0,6.3,0.54,4428
0,0,0,4.0,7.0,7.2,0.71,4682
1,0,0,2.0,4.0,8.1,0.66,4700
1,1,1,1.0,3.0,6.3,0.49,4621
0,0,1,1.0,3.0,4.5,0.36,4615
0,0,1,2.0,5.0,4.4,0.38,4389
1,0,0,1.0,1.0,3.2,0.25,4497
0,0,1,1.0,3.0,4.6,0.36,4705
0,0,1,0.0,1.0,1.5,0.1,4654
1,0,0,4.0,7.0,7.2,0.72,4730
0,0,1,1.0,3.0,4.1,0.28,4535
1,0,1,4.0,7.0,6.8,0.67,4521
0,0,0,4.0,8.0,5.8,0.54,4565
1,1,0,3.0,6.0,5.9,0.52,4566
1,0,1,1.0,3.0,4.0,0.19,4427
1,0,1,0.0,1.0,3.1,0.24,4554
1,1,1,1.0,2.0,5.0,0.39,4702
0,1,0,3.0,6.0,6.9,0.54,4445
1,0,1,3.0,4.0,5.4,0.48,4412
1,0,1,2.0,2.0,4.5,0.26,4433
0,0,0,3.0,7.0,8.0,0.63,4403
0,1,1,3.0,6.0,5.2,0.34,4621
1,0,0,1.0,1.0,2.1,0.15,4508
1,0,1,1.0,2.0,2.6,0.19,4582
0,0,0,1.0,3.0,4.9,0.27,4531
1,0,0,2.0,4.0,3.4,0.25,4509
1,1,1,3.0,6.0,6.0,0.39,4468
1,0,0,3.0,6.0,7.6,0.67,4669
1,0,1,2.0,2.0,4.8,0.26,4659
1,1,1,2.0,5.0,6.5,0.52,4671
1,1,1,0.0,1.0,3.9,0.21,4531
1,1,1,1.0,1.0,2.4,0.09,4683
0,0,0,4.0,8.0,7.3,0.56,4688
1,1,0,3.0,4.0,5.2,0.27,4480
0,0,1,3.0,7.0,7.3,0.56,4715
0,0,0,3.0,6.0,6.9,0.58,4408
1,0,1,2.0,4.0,4.4,0.3,4449
0,0,1,5.0,9.0,8.2,0.85,4740
1,0,0,3.0,6.0,5.9,0.55,4430
0,0,0,4.0,8.0,8.2,0.63,4647
1,0,0,4.0,7.0,6.6,0.59,4606
1,1,1,3.0,6.0,4.2,0.35,4528
0,0,0,2.0,3.0,4.0,0.26,4467
1,0,1,1.0,3.0,3.6,0.2,4554
1,0,0,2.0,6.0,7.7,0.75,4736
1,0,0,4.0,8.0,8.4,0.76,4505
0,1,1,2.0,4.0,4.1,0.33,4423
0,0,0,2.0,5.0,7.1,0.53,4529
0,0,1,1.0,2.0,3.7,0.18,4705
0,0,1,4.0,8.0,8.5,0.69,4507
1,1,0,1.0,4.0,7.0,0.51,4398
1,0,0,1.0,2.0,2.5,0.18,4460
0,0,1,1.0,4.0,5.8,0.53,4441
0,1,1,1.0,2.0,4.9,0.33,4417
0,0,0,3.0,6.0,7.3,0.56,4551
1,0,0,0.0,1.0,4.4,0.28,4442
0,0,1,4.0,8.0,8.2,0.83,4589
0,0,0,3.0,6.0,6.7,0.64,4690
0,0,0,1.0,1.0,4.5,0.24,4401
1,1,1,2.0,4.0,6.0,0.41,4731
0,1,1,2.0,6.0,7.8,0.67,4702
1,0,1,2.0,5.0,6.7,0.52,4688
0,0,1,3.0,5.0,6.4,0.56,4684
1,0,0,2.0,4.0,7.3,0.55,4667
1,0,0,4.0,8.0,7.0,0.66,4402
1,0,0,3.0,7.0,6.9,0.54,4630
0,1,1,2.0,3.0,5.7,0.38,4540
0,0,1,3.0,7.0,7.2,0.51,4717
1,0,1,4.0,8.0,8.1,0.74,4697
0,1,0,2.0,5.0,6.0,0.52,4433
0,0,0,3.0,7.0,8.9,0.87,4391
0,1,1,1.0,3.0,4.1,0.29,4731
1,0,1,4.0,9.0,8.8,0.77,4560
1,0,1,2.0,3.0,5.8,0.46,4533
1,1,0,1.0,5.0,5.7,0.52,4668
0,0,1,1.0,2.0,3.7,0.26,4503
1,0,1,0.0,1.0,3.9,0.2,4472
0,1,0,3.0,5.0,6.8,0.68,4703
0,1,0,3.0,5.0,6.9,0.58,4572
1,1,1,3.0,5.0,5.5,0.44,4722
1,1,0,2.0,4.0,7.3,0.54,4565
1,0,1,1.0,3.0,4.5,0.27,4733
0,0,1,2.0,3.0,3.1,0.23,4658
0,1,1,1.0,2.0,1.6,0.05,4653
0,1,0,1.0,3.0,4.3,0.21,4453
0,1,1,1.0,1.0,2.9,0.14,4467
0,0,1,2.0,3.0,6.7,0.43,4727
1,0,1,3.0,5.0,5.8,0.34,4718
1,1,0,3.0,4.0,6.7,0.5,4621
0,0,1,2.0,4.0,5.2,0.45,4750
0,1,1,2.0,5.0,6.6,0.52,4502
0,1,1,1.0,3.0,2.6,0.2,4563
1,1,1,3.0,4.0,6.1,0.4,4719
0,0,0,2.0,3.0,6.3,0.48,4737
1,0,1,3.0,7.0,8.8,0.7,4396
0,1,1,3.0,6.0,8.1,0.6,4645
0,1,1,1.0,2.0,2.1,0.14,4718
1,0,1,2.0,3.0,5.0,0.27,4619
0,0,1,2.0,6.0,7.4,0.57,4717
1,0,1,3.0,7.0,7.7,0.57,4442
0,0,1,1.0,1.0,2.6,0.12,4411
0,0,1,1.0,1.0,2.8,0.23,4517
0,0,1,5.0,10.0,9.1,0.93,4743
0,0,0,4.0,7.0,7.0,0.65,4712
0,0,0,2.0,4.0,7.9,0.66,4746
1,0,1,3.0,6.0,7.7,0.58,4466
0,0,0,3.0,6.0,8.1,0.73,4689
1,1,0,4.0,9.0,9.8,1.0,4659
0,0,0,2.0,5.0,3.9,0.3,4527
1,0,1,1.0,4.0,4.4,0.32,4724
0,1,1,2.0,5.0,6.2,0.5,4687
0,0,0,0.0,1.0,1.0,0.03,4459
0,1,0,2.0,4.0,6.1,0.49,4473
0,0,1,2.0,5.0,4.1,0.34,4505
0,1,0,1.0,2.0,2.8,0.15,4652
0,1,0,1.0,1.0,1.5,0.07,4713
0,1,0,1.0,3.0,5.7,0.35,4521
0,1,1,3.0,6.0,6.8,0.61,4581
1,1,1,2.0,4.0,5.3,0.33,4423
1,1,1,1.0,1.0,3.6,0.15,4679
0,1,1,1.0,2.0,5.5,0.35,4452
1,0,0,3.0,5.0,5.5,0.48,4498
0,0,1,1.0,1.0,1.1,0.04,4501
1,0,0,3.0,5.0,4.9,0.43,4401
1,1,0,1.0,1.0,1.7,0.13,4418
0,0,1,2.0,3.0,5.9,0.48,4545
1,1,0,3.0,7.0,5.9,0.57,4386
0,1,0,4.0,7.0,6.6,0.51,4395
0,0,0,4.0,6.0,7.5,0.64,4468
0,0,1,2.0,4.0,5.0,0.41,4685
0,0,1,4.0,7.0,7.6,0.75,4422
1,1,1,4.0,5.0,5.8,0.48,4413
0,0,1,3.0,5.0,8.4,0.67,4493
1,0,1,2.0,5.0,5.5,0.45,4606
0,0,1,3.0,4.0,5.4,0.32,4575
1,1,1,1.0,4.0,5.3,0.35,4449
1,1,0,3.0,8.0,7.3,0.74,4601
1,0,1,1.0,3.0,3.8,0.31,4450
0,0,0,3.0,5.0,7.1,0.49,4620
1,0,0,2.0,5.0,6.7,0.53,4516
1,0,0,2.0,4.0,5.5,0.37,4540
0,1,0,3.0,5.0,6.2,0.59,4737
0,0,1,4.0,8.0,7.3,0.74,4570
1,0,1,2.0,4.0,5.1,0.37,4700
0,1,0,1.0,4.0,5.0,0.31,4428
1,1,1,3.0,5.0,6.1,0.5,4635
0,0,0,1.0,1.0,1.5,0.08,4600
1,0,0,1.0,3.0,5.8,0.43,4458
1,1,0,2.0,4.0,7.1,0.61,4528
0,0,0,4.0,8.0,6.8,0.6,4534
0,0,1,4.0,7.0,7.7,0.68,4645
0,0,0,1.0,1.0,0.0,0.0,4725
0,0,0,5.0,10.0,9.8,0.86,4732
0,0,0,4.0,8.0,7.5,0.75,4705
0,1,0,3.0,7.0,6.7,0.59,4648
1,1,1,1.0,2.0,4.7,0.29,4612
1,0,1,2.0,5.0,5.1,0.32,4696
1,1,1,1.0,3.0,4.9,0.36,4428
1,0,1,1.0,1.0,1.9,0.04,4500
1,0,1,0.0,1.0,0.0,0.0,4527
1,0,0,1.0,4.0,7.0,0.5,4396
0,0,1,1.0,4.0,5.1,0.38,4638
1,1,1,3.0,4.0,5.9,0.42,4463
1,0,0,1.0,4.0,4.6,0.32,4750
0,0,0,4.0,7.0,9.4,0.84,4626
0,0,0,2.0,6.0,6.9,0.65,4449
0,1,0,3.0,4.0,6.8,0.47,4468
0,0,0,3.0,6.0,8.0,0.64,4680
1,0,0,4.0,8.0,8.6,0.88,4698
1,1,0,1.0,3.0,6.3,0.47,4564
1,0,0,2.0,4.0,5.9,0.38,4421
0,1,1,1.0,4.0,4.3,0.34,4408
1,0,0,4.0,8.0,7.2,0.7,4447
0,1,1,2.0,4.0,5.2,0.45,4424
1,0,0,1.0,2.0,5.2,0.43,4552
1,0,0,1.0,3.0,5.9,0.38,4657
1,0,1,3.0,5.0,5.6,0.43,4394
1,0,0,3.0,6.0,7.7,0.58,4552
0,0,1,1.0,2.0,3.5,0.18,4388
1,1,1,2.0,3.0,6.5,0.46,4735
0,1,1,1.0,4.0,5.9,0.41,4442
1,0,1,3.0,5.0,6.6,0.48,4603
0,1,1,1.0,2.0,4.1,0.26,4555
0,1,1,2.0,4.0,6.2,0.44,4650
0,1,1,4.0,7.0,6.9,0.49,4407
1,0,1,1.0,2.0,3.8,0.25,4438
1,0,0,4.0,8.0,8.8,0.7,4552
1,0,1,1.0,3.0,4.7,0.31,4711
0,0,0,2.0,4.0,7.5,0.65,4425
0,1,0,2.0,5.0,7.0,0.66,4671
0,0,1,4.0,8.0,9.1,0.75,4723
1,1,1,2.0,2.0,4.5,0.24,4521
0,0,1,1.0,2.0,5.1,0.3,4551
0,1,1,2.0,3.0,3.5,0.27,4397
0,1,0,4.0,9.0,8.6,0.71,4698
1,0,1,1.0,2.0,4.8,0.43,4478
1,0,0,1.0,2.0,0.2,0.0,4488
0,1,1,2.0,4.0,4.6,0.4,4682
1,0,1,1.0,4.0,4.9,0.34,4587
0,0,1,2.0,4.0,4.9,0.33,4390
0,0,1,3.0,6.0,7.3,0.51,4460
0,0,1,1.0,1.0,4.5,0.26,4545
1,1,0,4.0,6.0,7.3,0.61,4496
1,1,0,5.0,8.0,8.1,0.84,4402
0,0,0,2.0,6.0,7.9,0.65,4684
1,0,1,2.0,3.0,6.5,0.45,4694
1,0,1,0.0,1.0,2.5,0.15,4533
1,0,0,3.0,7.0,7.4,0.55,4684
0,0,1,1.0,3.0,3.7,0.18,4413
0,1,0,3.0,5.0,6.3,0.59,4680
1,0,1,3.0,5.0,5.3,0.36,4512
0,0,1,3.0,5.0,5.7,0.43,4647
0,1,0,2.0,4.0,7.5,0.61,4619
1,1,0,3.0,6.0,7.5,0.56,4480
1,0,1,3.0,5.0,6.5,0.56,4632
1,1,1,0.0,2.0,3.6,0.16,4593
0,0,0,3.0,5.0,6.3,0.49,4435
0,1,0,1.0,3.0,4.7,0.28,4719
0,0,1,2.0,6.0,6.4,0.52,4583
1,1,0,4.0,6.0,8.7,0.69,4470
0,0,0,4.0,8.0,7.5,0.78,4622
0,1,1,2.0,3.0,5.5,0.31,4581
0,1,1,0.0,1.0,2.8,0.2,4487
0,0,1,0.0,2.0,4.2,0.22,4683
0,0,0,3.0,8.0,9.0,0.74,4674
0,0,0,2.0,6.0,6.5,0.51,4642
0,1,1,3.0,6.0,7.5,0.56,4520
0,0,1,3.0,4.0,5.1,0.37,4555
0,0,0,1.0,4.0,4.7,0.34,4662
1,0,1,2.0,3.0,5.6,0.42,4446
0,1,0,1.0,3.0,5.2,0.4,4479
1,0,0,3.0,6.0,8.2,0.71,4573
0,0,0,2.0,6.0,7.4,0.53,4747
0,0,0,3.0,7.0,8.2,0.75,4466
0,0,0,4.0,9.0,8.9,0.89,4604
0,1,0,2.0,4.0,4.7,0.38,4664
1,0,0,2.0,3.0,6.0,0.4,4750
0,0,1,3.0,6.0,8.6,0.66,4714
0,0,1,1.0,2.0,4.2,0.33,4518
1,0,1,3.0,5.0,3.9,0.34,4682
1,0,0,2.0,5.0,7.4,0.69,4535
1,1,0,1.0,3.0,3.7,0.25,4704
0,0,0,4.0,9.0,8.6,0.73,4468
0,1,1,0.0,1.0,3.9,0.21,4687
0,1,1,4.0,8.0,7.4,0.63,4590
1,0,0,1.0,3.0,3.7,0.3,4603
1,0,0,4.0,6.0,7.1,0.67,4569
1,1,1,1.0,2.0,5.3,0.36,4553
1,0,0,4.0,9.0,9.4,0.92,4444
0,0,0,3.0,6.0,6.9,0.53,4616
1,0,0,4.0,6.0,6.5,0.62,4717
1,0,1,1.0,2.0,2.3,0.17,4698
0,0,1,1.0,3.0,5.1,0.45,4604
0,0,0,3.0,5.0,7.2,0.57,4558
0,0,1,4.0,6.0,6.3,0.52,4573
0,1,0,1.0,3.0,4.9,0.35,4750
1,0,0,1.0,2.0,4.3,0.25,4471
0,0,0,2.0,5.0,5.7,0.52,4577
0,0,0,1.0,4.0,5.4,0.31,4653
1,0,0,3.0,7.0,8.8,0.86,4649
1,1,1,5.0,9.0,8.2,0.88,4510
1,1,1,2.0,3.0,2.2,0.06,4717
0,1,0,3.0,5.0,5.1,0.45,4725
0,0,1,3.0,6.0,7.0,0.63,4505
0,1,1,1.0,3.0,2.8,0.18,4606
1,0,1,2.0,4.0,6.3,0.41,4457
0,0,0,3.0,6.0,7.0,0.56,4579
1,1,0,1.0,3.0,6.9,0.46,4587
0,0,0,1.0,4.0,5.8,0.42,4416
1,0,1,2.0,4.0,4.2,0.33,4392
1,0,1,0.0,1.0,3.5,0.22,4500
0,0,1,3.0,8.0,6.9,0.7,4457
1,0,1,1.0,2.0,5.3,0.28,4399
1,0,1,1.0,1.0,5.0,0.25,4453
1,0,0,0.0,1.0,1.4,0.01,4429
1,0,0,2.0,3.0,4.5,0.24,4414
1,0,1,3.0,6.0,6.5,0.51,4727
1,0,1,1.0,4.0,7.5,0.54,4589
1,1,1,2.0,4.0,4.0,0.33,4436
0,1,0,3.0,5.0,6.6,0.44,4565
1,0,1,0.0,2.0,4.1,0.3,4519
0,1,0,0.0,1.0,4.4,0.27,4425
0,0,0,3.0,7.0,7.1,0.62,4559
1,1,1,2.0,5.0,6.4,0.44,4466
0,1,1,4.0,7.0,6.1,0.58,4559
0,0,0,2.0,5.0,6.5,0.57,4611
1,0,1,2.0,4.0,4.6,0.42,4743
1,1,1,0.0,1.0,1.9,0.14,4523
0,0,1,1.0,3.0,5.1,0.42,4653
1,0,0,0.0,1.0,4.1,0.29,4481
0,0,0,2.0,4.0,5.2,0.38,4715
0,1,0,4.0,8.0,5.5,0.52,4655
0,1,0,4.0,9.0,7.2,0.74,4576
0,1,0,1.0,3.0,6.0,0.52,4520
0,0,0,0.0,1.0,3.9,0.21,4429
1,0,1,1.0,2.0,3.3,0.17,4551
1,0,0,3.0,7.0,6.8,0.69,4388
0,1,1,0.0,1.0,2.2,0.11,4612
0,1,0,3.0,7.0,7.7,0.63,4746
1,1,1,1.0,2.0,4.6,0.26,4462
1,0,1,0.0,1.0,2.6,0.17,4654
1,1,0,3.0,7.0,5.9,0.55,4727
0,0,1,2.0,5.0,6.7,0.56,4520
1,0,0,2.0,4.0,7.1,0.63,4672
1,0,1,2.0,3.0,3.6,0.15,4621
0,0,0,3.0,5.0,7.5,0.53,4430
1,0,1,3.0,7.0,8.3,0.65,4438
1,0,0,1.0,4.0,6.7,0.56,4515
1,0,0,1.0,3.0,7.2,0.51,4714
0,0,1,3.0,4.0,3.8,0.31,4437
1,0,1,4.0,9.0,8.5,0.79,4455
1,0,1,3.0,4.0,5.4,0.45,4684
1,1,0,1.0,3.0,5.2,0.33,4461
0,0,0,2.0,4.0,6.7,0.47,4645
1,1,1,1.0,2.0,2.4,0.19,4429
0,0,1,1.0,3.0,5.5,0.4,4621
1,1,0,0.0,1.0,1.7,0.04,4660
1,0,1,2.0,5.0,4.6,0.36,4637
1,1,1,1.0,4.0,4.6,0.34,4626
0,0,1,2.0,3.0,4.4,0.37,4467
1,1,1,0.0,2.0,4.3,0.26,4451
0,0,1,1.0,1.0,4.5,0.26,4506
1,0,0,2.0,5.0,6.2,0.38,4531
0,0,0,4.0,7.0,7.3,0.71,4506
0,0,1,1.0,2.0,3.3,0.26,4643
1,1,0,3.0,6.0,8.6,0.85,4475
1,0,0,3.0,5.0,6.6,0.65,4673
1,1,1,1.0,2.0,1.4,0.05,4410
0,0,1,2.0,5.0,4.0,0.3,4512
0,0,1,0.0,2.0,2.7,0.13,4695
0,0,0,3.0,5.0,6.2,0.4,4491
0,0,0,1.0,1.0,3.3,0.24,4513
0,0,0,3.0,7.0,8.1,0.69,4703
1,0,0,3.0,6.0,7.4,0.51,4539
0,0,1,2.0,3.0,4.7,0.27,4491
1,0,1,3.0,5.0,5.9,0.48,4617
0,0,1,1.0,4.0,6.0,0.37,4713
0,1,1,1.0,3.0,3.5,0.27,4446
0,1,1,2.0,6.0,8.5,0.74,4387
1,0,1,3.0,5.0,5.7,0.5,4619
1,0,0,1.0,3.0,5.3,0.32,4477
1,0,1,1.0,2.0,3.5,0.27,4750
1,0,0,4.0,6.0,6.3,0.5,4726
1,0,1,3.0,6.0,7.5,0.54,4546
1,1,1,2.0,4.0,7.7,0.59,4402
1,0,1,2.0,4.0,5.8,0.34,4552
1,0,1,2.0,5.0,4.7,0.36,4697
0,0,0,4.0,8.0,7.0,0.51,4451
0,0,1,3.0,7.0,5.5,0.51,4509
0,0,1,1.0,3.0,2.7,0.11,4567
1,1,1,3.0,6.0,5.6,0.51,4444
1,1,1,4.0,5.0,5.4,0.49,4596
0,1,0,3.0,6.0,7.8,0.56,4392
1,0,1,3.0,6.0,5.2,0.41,4688
1,0,1,1.0,3.0,3.2,0.2,4524
0,1,0,2.0,3.0,5.3,0.41,4409
1,1,1,2.0,4.0,4.5,0.35,4668
0,0,0,3.0,6.0,7.6,0.56,4613
0,0,1,2.0,5.0,7.5,0.68,4693
1,1,0,2.0,4.0,5.4,0.43,4549
1,0,1,2.0,2.0,4.1,0.29,4508
0,1,0,2.0,5.0,7.7,0.61,4425
0,0,0,1.0,1.0,0.3,0.04,4554
0,0,1,1.0,2.0,4.6,0.33,4398
0,1,0,3.0,5.0,6.8,0.64,4642
0,0,0,2.0,4.0,7.7,0.65,4447
1,0,1,2.0,5.0,6.1,0.47,4452
1,0,1,2.0,5.0,5.9,0.49,4690
1,0,0,3.0,5.0,5.1,0.45,4660
1,1,0,2.0,4.0,5.5,0.45,4496
0,0,0,4.0,7.0,8.6,0.68,4448
1,0,1,3.0,6.0,6.3,0.47,4559
0,0,1,2.0,5.0,7.8,0.69,4737
0,0,1,3.0,6.0,6.1,0.54,4546
0,1,1,2.0,4.0,4.2,0.2,4569
0,0,0,3.0,7.0,9.3,0.79,4593
0,0,1,3.0,7.0,7.6,0.71,4551
1,0,0,1.0,2.0,5.3,0.36,4667
1,1,1,4.0,7.0,8.9,0.72,4665
1,0,1,2.0,4.0,7.3,0.5,4469
0,1,1,3.0,5.0,5.6,0.52,4459
0,0,1,1.0,3.0,4.4,0.32,4696
0,0,1,1.0,1.0,5.1,0.27,4439
1,0,1,2.0,5.0,7.2,0.6,4419
0,1,1,4.0,6.0,7.8,0.61,4533
0,0,0,3.0,6.0,7.0,0.62,4698
1,0,1,1.0,4.0,4.7,0.41,4547
0,1,0,2.0,4.0,6.9,0.52,4670
1,0,0,4.0,8.0,7.3,0.57,4565
1,0,1,2.0,4.0,5.7,0.46,4539
0,1,1,1.0,3.0,6.9,0.48,4586
0,1,0,3.0,7.0,9.8,0.85,4747
0,0,0,1.0,2.0,3.3,0.2,4720
0,1,0,4.0,7.0,6.0,0.57,4681
1,0,0,3.0,5.0,5.3,0.35,4731
0,1,0,1.0,4.0,5.4,0.33,4702
1,0,1,1.0,1.0,4.9,0.29,4484
0,1,1,2.0,5.0,6.0,0.37,4463
0,0,1,3.0,5.0,4.1,0.34,4673
1,0,0,2.0,2.0,2.9,0.1,4519
1,1,0,3.0,4.0,4.9,0.39,4700
0,1,1,3.0,8.0,8.5,0.91,4416
0,0,1,2.0,3.0,1.8,0.13,4572
1,0,0,2.0,3.0,6.4,0.45,4428
1,0,1,2.0,4.0,6.4,0.49,4701
0,1,1,1.0,2.0,5.0,0.28,4669
0,0,0,2.0,6.0,6.1,0.56,4452
1,0,1,2.0,5.0,3.6,0.31,4539
1,1,1,2.0,4.0,5.6,0.49,4571
1,1,1,2.0,6.0,8.7,0.73,4547
0,1,0,3.0,8.0,7.9,0.78,4631
0,0,1,0.0,1.0,1.2,0.1,4625
1,0,1,0.0,2.0,3.3,0.16,4449
0,1,1,2.0,2.0,2.8,0.09,4491
1,0,1,3.0,5.0,6.4,0.46,4553
0,0,0,0.0,1.0,2.5,0.14,4405
0,0,1,3.0,4.0,4.9,0.36,4665
1,0,0,3.0,6.0,5.1,0.38,4587
0,1,1,1.0,3.0,4.9,0.25,4737
1,0,0,1.0,4.0,6.6,0.51,4697
1,1,1,2.0,5.0,5.3,0.33,4493
0,0,0,1.0,2.0,4.5,0.24,4435
0,1,1,1.0,1.0,0.0,0.0,4695
1,0,1,1.0,3.0,6.8,0.45,4689
1,0,1,1.0,2.0,0.7,0.0,4524
0,0,1,2.0,4.0,4.4,0.37,4717
0,0,1,2.0,4.0,5.2,0.39,4451
1,0,0,0.0,1.0,3.7,0.16,4410
0,0,1,3.0,7.0,6.4,0.57,4416
0,0,1,1.0,1.0,3.3,0.11,4491
0,0,1,2.0,5.0,5.3,0.37,4580
0,0,0,3.0,6.0,7.3,0.58,4480
1,0,0,4.0,7.0,9.1,0.8,4502
0,1,1,2.0,4.0,5.3,0.3,4567
0,0,0,1.0,2.0,4.6,0.27,4595
0,0,1,2.0,6.0,8.6,0.66,4743
1,1,1,0.0,1.0,0.0,0.0,4471
1,0,0,4.0,7.0,6.5,0.53,4537
1,1,1,1.0,3.0,5.1,0.28,4710
1,0,1,1.0,2.0,4.2,0.28,4649
0,0,0,2.0,3.0,3.9,0.31,4613
0,1,0,2.0,6.0,6.5,0.51,4603
0,0,1,3.0,5.0,4.6,0.38,4511
0,0,0,2.0,4.0,7.4,0.62,4482
0,1,1,1.0,3.0,3.5,0.3,4425
0,0,0,3.0,4.0,5.4,0.32,4547
1,1,0,2.0,5.0,7.6,0.57,4658
1,0,1,1.0,2.0,2.8,0.1,4557
0,0,0,3.0,5.0,7.1,0.61,4522
1,0,1,3.0,5.0,6.4,0.58,4615
0,0,0,2.0,6.0,7.2,0.71,4588
0,1,0,3.0,5.0,7.7,0.62,4614
0,0,0,2.0,4.0,7.7,0.56,4709
1,1,1,1.0,2.0,3.8,0.15,4659
1,0,1,3.0,7.0,6.5,0.58,4720
1,0,1,1.0,1.0,0.0,0.0,4475
1,0,0,4.0,8.0,9.1,0.76,4529
0,0,0,1.0,4.0,4.1,0.34,4393
0,0,0,3.0,6.0,8.1,0.64,4748
0,1,1,4.0,7.0,5.6,0.5,4544
1,1,1,2.0,5.0,6.3,0.48,4675
1,0,1,1.0,2.0,0.3,0.02,4705
0,0,1,3.0,5.0,6.3,0.46,4640
0,1,1,2.0,5.0,6.9,0.46,4390
0,0,0,4.0,7.0,7.2,0.63,4401
1,1,0,1.0,4.0,7.1,0.55,4551
1,0,1,1.0,2.0,3.5,0.17,4571
1,0,1,2.0,3.0,3.7,0.23,4593
1,0,0,2.0,4.0,5.0,0.35,4400
0,1,1,1.0,2.0,2.0,0.1,4464
1,1,0,1.0,5.0,5.9,0.53,4663
0,0,1,1.0,3.0,7.0,0.49,4635
1,0,1,1.0,2.0,3.2,0.12,4642
0,1,1,3.0,5.0,6.1,0.43,4658
0,0,1,2.0,5.0,6.9,0.49,4410
0,1,0,2.0,4.0,7.7,0.61,4655
0,1,0,3.0,6.0,7.8,0.64,4628
1,1,1,3.0,5.0,4.0,0.26,4599
0,1,1,3.0,5.0,4.0,0.33,4544
1,0,1,1.0,1.0,1.8,0.14,4735
0,0,0,3.0,7.0,6.3,0.55,4466
1,0,1,2.0,4.0,7.1,0.48,4735
0,1,0,3.0,7.0,6.4,0.56,4474
1,1,1,0.0,1.0,1.8,0.07,4617
1,0,1,3.0,5.0,6.0,0.36,4538
0,0,0,1.0,3.0,3.4,0.17,4431
0,1,0,4.0,7.0,7.4,0.59,4475
0,1,0,3.0,8.0,8.1,0.73,4409
1,0,1,1.0,3.0,5.5,0.32,4625
0,1,1,3.0,6.0,7.8,0.61,4590
1,0,1,0.0,1.0,1.8,0.06,4470
1,0,1,1.0,3.0,2.6,0.15,4669
1,1,0,2.0,4.0,5.5,0.33,4614
1,0,1,1.0,2.0,3.7,0.26,4633
1,0,0,2.0,5.0,6.8,0.57,4626
0,0,1,2.0,5.0,6.5,0.65,4669
1,1,1,1.0,4.0,5.0,0.3,4402
1,1,1,2.0,5.0,5.1,0.33,4609
1,1,0,2.0,2.0,4.0,0.24,4690
1,1,1,3.0,3.0,4.6,0.28,4703
0,0,1,3.0,5.0,8.1,0.61,4662
0,0,1,1.0,2.0,1.5,0.07,4493
1,0,0,2.0,3.0,4.4,0.39,4591
1,0,1,2.0,3.0,6.1,0.44,4441
0,0,0,4.0,8.0,8.9,0.9,4548
1,0,0,4.0,8.0,7.6,0.73,4565
1,1,1,0.0,1.0,1.7,0.13,4493
1,1,1,2.0,4.0,5.5,0.31,4610
0,0,1,3.0,6.0,6.2,0.58,4748
1,0,1,3.0,4.0,5.2,0.45,4495
1,0,1,0.0,1.0,3.9,0.23,4665
1,1,0,2.0,3.0,6.5,0.5,4434
0,0,1,3.0,7.0,9.2,0.81,4568
0,0,1,3.0,7.0,7.6,0.74,4696
1,0,1,1.0,4.0,5.2,0.33,4543
1,0,0,3.0,6.0,7.6,0.62,4596
0,1,1,1.0,3.0,5.9,0.47,4610
1,1,1,1.0,2.0,4.3,0.21,4639
0,0,1,2.0,3.0,4.8,0.27,4497
0,1,1,4.0,7.0,8.9,0.82,4506
